Gene,Mito,ConA,DAPI,WGA,Phalloidin,Sum
ANKRD13C,20.0,9.0,15.0,20.0,53.0,119.0
ANKRD34B,58.0,31.0,30.0,13.0,17.0,159.0
ANKRD36B,30.0,32.0,27.0,65.0,18.0,171.0
ANKRD36C,21.0,7.0,58.0,10.0,26.0,135.0
ANKRD52,36.0,43.0,49.0,31.0,16.0,187.0
ANKRD9,89.0,22.0,36.0,16.0,27.0,196.0
ANO10,20.0,15.0,56.0,38.0,20.0,154.0
ANXA3,19.0,12.0,55.0,12.0,15.0,116.0
AP1S1,31.0,25.0,56.0,23.0,25.0,164.0
APBA2,33.0,24.0,63.0,66.0,17.0,189.0
APLP1,68.0,60.0,27.0,26.0,18.0,195.0
APOA2,35.0,20.0,23.0,28.0,53.0,166.0
APOC2,57.0,18.0,26.0,26.0,18.0,148.0
APOE,35.0,18.0,20.0,9.0,105.0,190.0
APOO,19.0,13.0,54.0,20.0,13.0,123.0
APRT,27.0,8.0,27.0,15.0,77.0,165.0
AQP3,28.0,34.0,53.0,20.0,33.0,177.0
AQP5,27.0,14.0,24.0,22.0,53.0,146.0
AQP6,39.0,43.0,16.0,39.0,15.0,157.0
AQR,18.0,9.0,20.0,8.0,53.0,114.0
ARF3,37.0,15.0,75.0,29.0,16.0,184.0
ARHGAP21,26.0,7.0,15.0,14.0,62.0,130.0
ARHGAP27,25.0,10.0,64.0,28.0,15.0,155.0
ARHGAP42,32.0,37.0,31.0,30.0,53.0,191.0
ARHGEF3,43.0,40.0,18.0,68.0,13.0,184.0
ARMC1,84.0,18.0,45.0,20.0,15.0,184.0
ARNT,28.0,16.0,16.0,25.0,68.0,151.0
ARRB1,22.0,9.0,63.0,17.0,14.0,130.0
ARSG,26.0,9.0,63.0,16.0,15.0,130.0
ASDURF,31.0,9.0,63.0,52.0,37.0,183.0
ASMTL,36.0,9.0,30.0,13.0,59.0,148.0
ASS1,41.0,42.0,19.0,49.0,29.0,177.0
ATF1,22.0,14.0,10.0,11.0,53.0,123.0
ATG101,66.0,47.0,32.0,28.0,15.0,198.0
ATG16L2,53.0,44.0,23.0,36.0,22.0,186.0
ATP10A,39.0,14.0,15.0,62.0,15.0,156.0
ATP13A3,30.0,9.0,34.0,18.0,58.0,159.0
ATP5A1,32.0,7.0,13.0,45.0,72.0,178.0
ATP5F1,31.0,10.0,40.0,13.0,88.0,185.0
ATP5G2,35.0,24.0,15.0,27.0,72.0,183.0
ATP5I,20.0,10.0,17.0,13.0,71.0,149.0
ATP5J2-PTCD1,32.0,16.0,29.0,14.0,116.0,198.0
ATP5SL,25.0,25.0,13.0,24.0,85.0,171.0
ATP6AP2,19.0,18.0,46.0,66.0,27.0,174.0
ATPIF1,60.0,16.0,47.0,27.0,19.0,175.0
ATRIP,74.0,36.0,9.0,36.0,15.0,177.0
ATRN,39.0,15.0,18.0,47.0,75.0,197.0
AUP1,32.0,23.0,54.0,25.0,16.0,149.0
AURKB,32.0,13.0,26.0,27.0,60.0,159.0
B3GNT2,20.0,8.0,24.0,22.0,56.0,129.0
B4GALT1,15.0,12.0,12.0,94.0,18.0,144.0
B4GALT7,28.0,13.0,60.0,29.0,15.0,152.0
B9D1,26.0,26.0,18.0,66.0,15.0,159.0
BACH1,70.0,18.0,26.0,56.0,25.0,193.0
BAHD1,14.0,14.0,56.0,23.0,36.0,143.0
BAK1,54.0,14.0,20.0,61.0,39.0,191.0
BARD1,33.0,8.0,17.0,21.0,57.0,142.0
BARHL1,33.0,6.0,13.0,17.0,59.0,129.0
BASP1,23.0,10.0,55.0,13.0,18.0,132.0
BCAT2,27.0,22.0,33.0,32.0,53.0,174.0
BCL2L15,15.0,14.0,54.0,16.0,13.0,118.0
BEST3,37.0,14.0,65.0,17.0,21.0,156.0
BET1,74.0,33.0,19.0,17.0,39.0,188.0
BICDL2,19.0,15.0,18.0,18.0,85.0,158.0
BIRC6,66.0,24.0,17.0,52.0,28.0,189.0
BIRC7,34.0,21.0,38.0,22.0,58.0,173.0
BLM,50.0,19.0,41.0,69.0,18.0,188.0
BMP1,21.0,10.0,72.0,34.0,9.0,145.0
BNIP1,34.0,42.0,34.0,41.0,39.0,189.0
BNIP3,21.0,45.0,26.0,63.0,17.0,175.0
BNIPL,25.0,10.0,17.0,23.0,89.0,169.0
BOD1,11.0,8.0,21.0,8.0,55.0,116.0
BOLA2-SMG1P6,24.0,16.0,41.0,27.0,59.0,176.0
BORA,38.0,47.0,23.0,35.0,17.0,165.0
BPTF,28.0,15.0,59.0,16.0,23.0,155.0
BRAP,24.0,17.0,56.0,20.0,23.0,145.0
BRAT1,28.0,14.0,52.0,15.0,18.0,131.0
BRF1,32.0,19.0,53.0,22.0,42.0,187.0
BRIX1,65.0,12.0,22.0,15.0,15.0,140.0
BSN,28.0,13.0,78.0,16.0,24.0,162.0
BTBD9,40.0,9.0,29.0,18.0,66.0,181.0
BTF3,31.0,9.0,27.0,19.0,67.0,160.0
BTN1A1,78.0,32.0,30.0,21.0,16.0,177.0
BUB1B,51.0,10.0,47.0,22.0,54.0,194.0
BVES,29.0,56.0,27.0,46.0,15.0,177.0
C10orf12,58.0,20.0,40.0,13.0,38.0,177.0
C10orf142,31.0,14.0,53.0,18.0,30.0,165.0
C11orf71,70.0,12.0,15.0,14.0,27.0,149.0
C12orf57,41.0,28.0,52.0,17.0,19.0,164.0
C12orf75,24.0,10.0,54.0,10.0,33.0,138.0
C15orf32,43.0,39.0,12.0,24.0,18.0,135.0
C15orf48,27.0,49.0,24.0,60.0,13.0,173.0
C15orf54,46.0,39.0,63.0,20.0,22.0,193.0
C16orf86,70.0,19.0,49.0,24.0,25.0,192.0
C17orf59,42.0,22.0,69.0,27.0,29.0,196.0
C18orf8,31.0,9.0,49.0,21.0,56.0,169.0
C1GALT1C1,25.0,19.0,26.0,61.0,13.0,146.0
C1QBP,18.0,17.0,59.0,11.0,60.0,175.0
C1QL3,20.0,18.0,13.0,94.0,34.0,185.0
C21orf140,9.0,11.0,19.0,9.0,92.0,141.0
C2orf42,58.0,32.0,12.0,26.0,21.0,154.0
C5orf22,43.0,9.0,20.0,73.0,34.0,193.0
C6orf203,20.0,8.0,13.0,15.0,53.0,123.0
C6orf226,29.0,10.0,22.0,25.0,71.0,167.0
C8orf87,28.0,11.0,89.0,12.0,35.0,185.0
C9orf16,57.0,17.0,29.0,26.0,22.0,159.0
C9orf64,62.0,29.0,17.0,42.0,13.0,166.0
CA12,30.0,21.0,65.0,27.0,20.0,171.0
CABP4,26.0,16.0,35.0,15.0,66.0,177.0
CACTIN,43.0,68.0,25.0,30.0,27.0,197.0
CADM2,45.0,19.0,23.0,20.0,54.0,161.0
CADM4,16.0,11.0,16.0,17.0,76.0,142.0
CALCRL,65.0,16.0,18.0,35.0,12.0,148.0
CAP1,35.0,13.0,46.0,24.0,67.0,182.0
CAP2,18.0,6.0,14.0,32.0,91.0,174.0
CAPNS1,22.0,29.0,24.0,10.0,58.0,150.0
CAPZA2,37.0,33.0,25.0,66.0,24.0,187.0
CARNMT1,57.0,17.0,23.0,24.0,61.0,186.0
CASK,26.0,13.0,79.0,22.0,37.0,183.0
CASP14,38.0,24.0,17.0,81.0,31.0,187.0
CASZ1,39.0,54.0,24.0,51.0,15.0,183.0
CATSPER2,20.0,41.0,22.0,78.0,20.0,181.0
CBFB,31.0,19.0,63.0,47.0,19.0,181.0
CBLL1,16.0,5.0,18.0,15.0,72.0,134.0
CBWD3,30.0,18.0,56.0,18.0,26.0,165.0
CBX5,23.0,9.0,52.0,21.0,36.0,142.0
CCAR2,33.0,9.0,64.0,12.0,35.0,156.0
CCDC110,17.0,40.0,22.0,62.0,13.0,153.0
CCDC115,35.0,11.0,28.0,71.0,40.0,187.0
CCDC140,20.0,40.0,21.0,30.0,18.0,138.0
CCDC144NL,26.0,35.0,26.0,73.0,29.0,189.0
CCDC174,45.0,43.0,17.0,21.0,12.0,144.0
CCDC33,27.0,15.0,69.0,15.0,18.0,139.0
CCDC34,23.0,11.0,21.0,16.0,58.0,135.0
CCDC6,25.0,42.0,61.0,14.0,21.0,164.0
CCDC74B,30.0,21.0,19.0,78.0,19.0,166.0
CCDC78,23.0,20.0,37.0,17.0,57.0,156.0
CCDC82,19.0,7.0,65.0,13.0,14.0,128.0
CCDC85A,53.0,59.0,49.0,23.0,18.0,198.0
CCM2,31.0,17.0,73.0,22.0,17.0,179.0
CCNB1,55.0,57.0,37.0,20.0,18.0,196.0
CCNE1,57.0,37.0,43.0,19.0,34.0,190.0
CCNL1,65.0,25.0,27.0,40.0,35.0,194.0
CCNT2,20.0,6.0,38.0,9.0,62.0,146.0
CCNY,19.0,10.0,32.0,27.0,67.0,170.0
CCS,21.0,5.0,54.0,17.0,22.0,125.0
CCSAP,21.0,6.0,44.0,14.0,53.0,145.0
CCT7,46.0,50.0,36.0,30.0,27.0,198.0
CCT8,64.0,17.0,21.0,37.0,26.0,174.0
CD248,17.0,12.0,15.0,15.0,85.0,156.0
CD5,47.0,8.0,38.0,20.0,66.0,188.0
CDAN1,31.0,21.0,15.0,60.0,16.0,158.0
CDC25A,22.0,12.0,79.0,16.0,16.0,149.0
CDCA3,31.0,25.0,20.0,75.0,17.0,173.0
CDK15,34.0,6.0,29.0,16.0,62.0,152.0
CDK20,29.0,19.0,34.0,72.0,29.0,186.0
CDK2AP1,46.0,19.0,54.0,24.0,25.0,170.0
CDK2AP2,23.0,11.0,13.0,8.0,62.0,133.0
CDKL1,38.0,24.0,17.0,83.0,31.0,195.0
CDKN2C,7.0,9.0,79.0,24.0,16.0,145.0
CEACAM1,61.0,44.0,20.0,47.0,13.0,192.0
CELSR2,30.0,40.0,27.0,48.0,31.0,186.0
CEND1,63.0,39.0,34.0,23.0,18.0,183.0
CENPK,22.0,9.0,52.0,15.0,20.0,125.0
CENPQ,31.0,7.0,26.0,74.0,36.0,172.0
CEP164,36.0,11.0,37.0,15.0,65.0,173.0
CEP350,39.0,20.0,22.0,17.0,83.0,182.0
CFAP45,30.0,31.0,21.0,61.0,32.0,178.0
CGB7,70.0,12.0,28.0,23.0,30.0,162.0
CHAC2,15.0,11.0,33.0,13.0,60.0,148.0
CHD1,82.0,15.0,30.0,18.0,27.0,173.0
CHD3,9.0,12.0,26.0,76.0,18.0,142.0
CHI3L1,25.0,33.0,18.0,64.0,26.0,168.0
CHMP3,71.0,13.0,32.0,35.0,32.0,189.0
CHRFAM7A,44.0,27.0,24.0,38.0,58.0,190.0
CHRNA10,91.0,13.0,9.0,12.0,37.0,170.0
CHRNA5,22.0,21.0,64.0,29.0,18.0,157.0
CHRNB2,24.0,20.0,38.0,79.0,24.0,190.0
CHST8,26.0,6.0,15.0,13.0,79.0,142.0
CIAO1,28.0,20.0,77.0,22.0,16.0,168.0
CIAPIN1,60.0,20.0,42.0,26.0,25.0,176.0
CIB2,26.0,17.0,61.0,22.0,25.0,146.0
CILP2,25.0,6.0,54.0,18.0,11.0,118.0
CITED2,52.0,43.0,29.0,28.0,12.0,165.0
CKAP5,61.0,35.0,24.0,27.0,15.0,162.0
CLASRP,44.0,18.0,26.0,13.0,71.0,175.0
CLCN3,21.0,12.0,65.0,13.0,18.0,134.0
CLIC4,30.0,13.0,12.0,66.0,13.0,136.0
CLIP3,21.0,4.0,15.0,12.0,56.0,115.0
CLN3,52.0,41.0,21.0,14.0,16.0,145.0
CLP1,30.0,28.0,29.0,33.0,61.0,186.0
CLPTM1,33.0,14.0,16.0,21.0,68.0,149.0
CMPK2,59.0,54.0,13.0,41.0,18.0,181.0
CNNM1,31.0,67.0,13.0,57.0,11.0,182.0
CNOT2,30.0,11.0,15.0,28.0,104.0,188.0
CNOT9,25.0,17.0,22.0,64.0,45.0,176.0
CNP,19.0,6.0,20.0,17.0,60.0,122.0
CNTROB,24.0,16.0,27.0,60.0,18.0,150.0
COA1,37.0,65.0,14.0,44.0,15.0,179.0
COA4,20.0,16.0,26.0,12.0,82.0,166.0
COBLL1,32.0,41.0,11.0,13.0,13.0,114.0
COG5,27.0,14.0,10.0,80.0,23.0,152.0
COG7,20.0,8.0,16.0,125.0,18.0,185.0
COL8A2,36.0,22.0,31.0,75.0,17.0,193.0
COMMD2,41.0,34.0,31.0,63.0,22.0,187.0
COMMD3,16.0,20.0,40.0,84.0,20.0,183.0
COMMD3-BMI1,36.0,17.0,84.0,16.0,25.0,181.0
COPS5,63.0,13.0,19.0,12.0,16.0,148.0
COQ2,21.0,7.0,20.0,9.0,114.0,177.0
COQ4,29.0,5.0,29.0,9.0,96.0,185.0
CORO1A,68.0,14.0,19.0,37.0,16.0,151.0
COX14,30.0,11.0,16.0,11.0,56.0,132.0
COX15,25.0,8.0,18.0,11.0,128.0,198.0
COX17,9.0,8.0,15.0,7.0,61.0,116.0
COX18,31.0,5.0,11.0,9.0,68.0,130.0
COX19,24.0,4.0,21.0,12.0,70.0,147.0
COX6B1,25.0,14.0,21.0,12.0,62.0,150.0
COX6C,47.0,21.0,30.0,20.0,68.0,189.0
COX7B,15.0,10.0,12.0,17.0,55.0,111.0
COX8A,35.0,30.0,22.0,22.0,61.0,177.0
CP,23.0,12.0,72.0,14.0,14.0,135.0
CPED1,13.0,12.0,16.0,17.0,55.0,117.0
CPM,36.0,10.0,21.0,32.0,64.0,169.0
CPSF3,42.0,14.0,21.0,13.0,85.0,174.0
CPXM1,57.0,29.0,26.0,14.0,15.0,142.0
CRCP,22.0,30.0,32.0,16.0,90.0,191.0
CRLF3,40.0,19.0,30.0,38.0,59.0,186.0
CRTC1,25.0,17.0,25.0,15.0,69.0,159.0
CRTC3,34.0,21.0,34.0,65.0,19.0,178.0
CRYBG3,21.0,9.0,19.0,15.0,56.0,118.0
CSAD,28.0,10.0,37.0,23.0,68.0,176.0
CSE1L,38.0,51.0,14.0,19.0,33.0,162.0
CST6,25.0,11.0,26.0,19.0,57.0,145.0
CSTF3,39.0,19.0,27.0,33.0,54.0,187.0
CTCF,30.0,19.0,37.0,24.0,54.0,189.0
CTNNBIP1,23.0,65.0,29.0,56.0,22.0,191.0
CTNNBL1,36.0,18.0,56.0,10.0,42.0,178.0
CTR9,72.0,23.0,18.0,22.0,58.0,198.0
CTSA,24.0,19.0,59.0,44.0,32.0,179.0
CTSD,46.0,7.0,11.0,109.0,14.0,190.0
CTSF,60.0,29.0,36.0,19.0,27.0,171.0
CTSL,60.0,32.0,20.0,56.0,15.0,188.0
CTU2,39.0,19.0,15.0,26.0,58.0,165.0
CUL5,88.0,31.0,21.0,21.0,13.0,186.0
CXCL14,16.0,42.0,22.0,21.0,19.0,122.0
CXorf40B,30.0,58.0,14.0,54.0,13.0,175.0
CYB561A3,17.0,11.0,16.0,15.0,57.0,126.0
CYB5R4,25.0,20.0,76.0,38.0,13.0,173.0
CYCS,35.0,13.0,30.0,21.0,60.0,166.0
CYP21A2,18.0,9.0,56.0,11.0,15.0,118.0
CYP2E1,38.0,43.0,26.0,31.0,12.0,152.0
DAB2,36.0,15.0,37.0,35.0,63.0,190.0
DAND5,32.0,17.0,60.0,13.0,35.0,166.0
DAP,49.0,20.0,42.0,24.0,55.0,197.0
DCAF15,28.0,46.0,25.0,23.0,11.0,129.0
DCLRE1A,21.0,21.0,17.0,86.0,9.0,155.0
DDHD2,11.0,9.0,10.0,13.0,58.0,108.0
DDIAS,25.0,11.0,13.0,6.0,65.0,120.0
DDX50,48.0,52.0,20.0,32.0,26.0,184.0
DDX55,60.0,20.0,31.0,28.0,16.0,166.0
DEF6,24.0,15.0,17.0,68.0,10.0,135.0
DEFB130,23.0,9.0,30.0,13.0,61.0,142.0
DERL3,24.0,50.0,21.0,62.0,15.0,176.0
DGAT1,32.0,33.0,52.0,21.0,21.0,166.0
DHDH,27.0,7.0,22.0,34.0,63.0,152.0
DHH,36.0,8.0,23.0,25.0,86.0,193.0
DHX15,63.0,42.0,29.0,23.0,21.0,191.0
DHX30,26.0,9.0,13.0,16.0,80.0,153.0
DHX40,26.0,10.0,12.0,35.0,62.0,149.0
DIDO1,31.0,15.0,67.0,17.0,21.0,157.0
DISP1,23.0,41.0,10.0,69.0,27.0,168.0
DLX1,27.0,8.0,79.0,30.0,35.0,187.0
DMRT1,41.0,49.0,12.0,38.0,15.0,163.0
DNAJA3,36.0,47.0,28.0,18.0,28.0,148.0
DNAJC13,37.0,19.0,32.0,63.0,39.0,183.0
DNAJC15,73.0,23.0,29.0,30.0,21.0,184.0
DNAJC21,24.0,15.0,19.0,36.0,69.0,167.0
DNAJC24,25.0,8.0,61.0,10.0,36.0,154.0
DNAJC6,33.0,23.0,71.0,17.0,43.0,189.0
DNAL4,16.0,36.0,17.0,59.0,14.0,146.0
DNMBP,15.0,8.0,36.0,8.0,62.0,138.0
DNMT3A,37.0,46.0,15.0,20.0,22.0,161.0
DNPH1,41.0,51.0,32.0,54.0,24.0,196.0
DOK4,24.0,26.0,24.0,73.0,21.0,166.0
DONSON,32.0,16.0,22.0,26.0,60.0,165.0
DPF3,59.0,11.0,24.0,51.0,29.0,178.0
DRAP1,48.0,21.0,22.0,28.0,64.0,184.0
DROSHA,37.0,24.0,30.0,66.0,22.0,198.0
DTWD1,16.0,12.0,70.0,19.0,27.0,142.0
DUOXA2,30.0,25.0,24.0,60.0,36.0,171.0
DUSP4,22.0,7.0,77.0,26.0,23.0,166.0
DVL1,14.0,9.0,29.0,12.0,65.0,136.0
DYRK1B,36.0,59.0,21.0,55.0,16.0,180.0
E2F3,36.0,14.0,79.0,18.0,13.0,178.0
E4F1,22.0,17.0,25.0,40.0,72.0,177.0
EAF1,39.0,17.0,31.0,20.0,71.0,183.0
EAF2,22.0,18.0,53.0,44.0,19.0,161.0
EAPP,33.0,5.0,22.0,16.0,91.0,168.0
EBP,45.0,44.0,27.0,29.0,21.0,174.0
EFCAB14,43.0,39.0,11.0,29.0,12.0,143.0
EFNA2,24.0,17.0,12.0,19.0,60.0,135.0
EFNA3,59.0,37.0,20.0,14.0,20.0,156.0
EHD2,20.0,19.0,73.0,14.0,15.0,154.0
EHMT1,27.0,44.0,20.0,42.0,17.0,154.0
EI24,30.0,14.0,19.0,69.0,17.0,146.0
EIF2B5,52.0,14.0,76.0,12.0,29.0,187.0
EIF3C,61.0,17.0,34.0,20.0,27.0,169.0
EIF3H,34.0,21.0,75.0,11.0,22.0,169.0
EIF3I,28.0,18.0,30.0,22.0,83.0,186.0
EIF4B,29.0,16.0,44.0,21.0,58.0,173.0
EIF4EBP2,26.0,9.0,13.0,10.0,56.0,123.0
EIF4EBP3,59.0,54.0,27.0,24.0,15.0,175.0
EIF4G2,17.0,47.0,28.0,40.0,14.0,158.0
ELP4,21.0,8.0,24.0,17.0,114.0,195.0
EMC1,29.0,12.0,68.0,26.0,17.0,161.0
EMC4,28.0,31.0,53.0,53.0,19.0,184.0
EMC8,29.0,42.0,23.0,20.0,26.0,140.0
EML3,23.0,16.0,26.0,11.0,59.0,143.0
EMSY,33.0,15.0,21.0,38.0,60.0,167.0
EN1,30.0,40.0,21.0,27.0,27.0,147.0
ENSA,34.0,45.0,19.0,46.0,31.0,183.0
EPCAM,68.0,54.0,28.0,22.0,12.0,195.0
EPGN,41.0,7.0,14.0,12.0,74.0,147.0
EPN1,14.0,7.0,16.0,13.0,60.0,116.0
EPPK1,44.0,56.0,35.0,41.0,14.0,188.0
EPRS,57.0,7.0,32.0,25.0,28.0,159.0
ERAL1,36.0,10.0,19.0,20.0,59.0,150.0
ERCC3,43.0,24.0,57.0,30.0,33.0,180.0
ERCC6-PGBD3,18.0,9.0,20.0,10.0,74.0,126.0
ERGIC2,20.0,11.0,13.0,9.0,55.0,115.0
ERP44,27.0,8.0,23.0,36.0,60.0,157.0
ERRFI1,33.0,20.0,76.0,29.0,19.0,182.0
ERVMER34-1,20.0,16.0,53.0,15.0,34.0,145.0
ETF1,27.0,32.0,29.0,64.0,21.0,171.0
ETV6,13.0,10.0,18.0,69.0,19.0,130.0
EXOC8,17.0,9.0,15.0,19.0,68.0,142.0
EXOSC3,35.0,14.0,57.0,17.0,25.0,151.0
EXOSC6,51.0,20.0,65.0,21.0,28.0,196.0
EXOSC8,33.0,19.0,62.0,25.0,58.0,193.0
EXTL3,65.0,12.0,62.0,12.0,19.0,174.0
EZH1,21.0,10.0,22.0,25.0,59.0,151.0
F8,40.0,24.0,68.0,28.0,32.0,191.0
FAAH,46.0,43.0,27.0,24.0,17.0,163.0
FAM118A,61.0,25.0,19.0,39.0,45.0,191.0
FAM122A,34.0,9.0,21.0,8.0,54.0,134.0
FAM133B,32.0,40.0,42.0,32.0,20.0,179.0
FAM149B1,11.0,11.0,13.0,17.0,58.0,121.0
FAM151B,16.0,47.0,17.0,19.0,16.0,113.0
FAM159B,58.0,21.0,25.0,10.0,16.0,143.0
FAM167A,46.0,44.0,29.0,30.0,16.0,163.0
FAM168A,27.0,52.0,19.0,18.0,51.0,171.0
FAM185A,22.0,8.0,53.0,24.0,40.0,151.0
FAM189A2,12.0,20.0,11.0,62.0,13.0,127.0
FAM200A,16.0,9.0,16.0,18.0,60.0,125.0
FAM208A,20.0,17.0,52.0,17.0,13.0,125.0
FAM210A,30.0,15.0,23.0,17.0,83.0,174.0
FAM221A,31.0,25.0,26.0,61.0,21.0,162.0
FAM25E,16.0,10.0,17.0,12.0,62.0,127.0
FAM60A,17.0,8.0,15.0,77.0,17.0,134.0
FAM72C,57.0,17.0,23.0,27.0,36.0,171.0
FAM78A,17.0,8.0,24.0,17.0,77.0,153.0
FAM86B1,69.0,28.0,49.0,26.0,16.0,191.0
FAM96A,30.0,23.0,22.0,62.0,14.0,156.0
FANCE,31.0,10.0,55.0,47.0,31.0,166.0
FASTKD5,16.0,6.0,16.0,7.0,124.0,174.0
FAXC,18.0,9.0,54.0,10.0,14.0,109.0
FBXL16,28.0,39.0,27.0,75.0,20.0,186.0
FBXL22,84.0,17.0,24.0,19.0,29.0,171.0
FBXO3,27.0,9.0,13.0,9.0,68.0,132.0
FBXO5,33.0,19.0,63.0,24.0,27.0,176.0
FBXO9,9.0,9.0,23.0,64.0,30.0,138.0
FBXW10,28.0,8.0,54.0,17.0,18.0,143.0
FDPS,33.0,47.0,23.0,61.0,25.0,179.0
FDX1L,46.0,17.0,55.0,30.0,25.0,197.0
FECH,30.0,10.0,36.0,17.0,79.0,177.0
FEN1,25.0,20.0,63.0,26.0,53.0,198.0
FGF17,59.0,18.0,41.0,17.0,26.0,165.0
FGFBP3,43.0,12.0,69.0,19.0,14.0,167.0
FIGN,63.0,14.0,27.0,36.0,33.0,185.0
FIP1L1,42.0,12.0,16.0,17.0,85.0,184.0
FKBP5,36.0,14.0,17.0,26.0,54.0,160.0
FKBPL,48.0,12.0,12.0,24.0,60.0,149.0
FKTN,36.0,26.0,56.0,32.0,42.0,198.0
FNTA,24.0,18.0,18.0,30.0,53.0,160.0
FOCAD,14.0,15.0,68.0,13.0,11.0,122.0
FOLR1,24.0,10.0,21.0,8.0,62.0,130.0
FOXD4L6,31.0,13.0,40.0,30.0,57.0,190.0
FOXK2,14.0,10.0,19.0,13.0,55.0,121.0
FOXN2,15.0,12.0,23.0,19.0,59.0,136.0
FSBP,12.0,16.0,55.0,13.0,15.0,111.0
FSIP1,22.0,27.0,40.0,80.0,22.0,191.0
FTO,30.0,7.0,25.0,23.0,66.0,161.0
FTSJ1,31.0,23.0,21.0,20.0,55.0,155.0
FUCA1,31.0,13.0,20.0,15.0,61.0,144.0
FUT7,70.0,51.0,24.0,17.0,20.0,179.0
FXYD5,14.0,10.0,19.0,11.0,69.0,130.0
FXYD7,10.0,8.0,52.0,8.0,47.0,133.0
FZD3,90.0,20.0,19.0,20.0,11.0,157.0
G0S2,20.0,7.0,25.0,17.0,65.0,138.0
GABARAP,57.0,14.0,26.0,21.0,18.0,155.0
GABPA,51.0,46.0,30.0,23.0,21.0,183.0
GABRE,48.0,39.0,17.0,14.0,21.0,145.0
GABRQ,37.0,42.0,26.0,19.0,11.0,136.0
GADD45GIP1,53.0,15.0,13.0,18.0,67.0,172.0
GAGE12I,41.0,19.0,68.0,48.0,20.0,195.0
GAL3ST1,83.0,33.0,17.0,39.0,11.0,193.0
GATA5,37.0,26.0,20.0,71.0,16.0,182.0
GATAD1,32.0,13.0,20.0,30.0,72.0,173.0
GATAD2A,22.0,13.0,17.0,13.0,53.0,121.0
GATAD2B,32.0,11.0,26.0,16.0,61.0,152.0
GATB,46.0,18.0,14.0,11.0,97.0,185.0
GCNT2,29.0,10.0,12.0,40.0,60.0,150.0
GDF11,20.0,7.0,15.0,11.0,64.0,121.0
GEMIN6,20.0,19.0,57.0,7.0,6.0,107.0
GEMIN8,33.0,27.0,72.0,40.0,16.0,196.0
GGCT,20.0,17.0,21.0,16.0,67.0,145.0
GLIPR1L2,21.0,7.0,23.0,23.0,57.0,142.0
GLRX5,43.0,17.0,54.0,19.0,19.0,159.0
